Time,Set Temperature,Ventilation Temperature,Supply Air Temperature,Supply Fan,Valve Position,Heating Supply Temperature 1,Heating Supply Temperature 2,Total Heating Pump,Heating Pump 1,Heating Pump 2,Backup Heating Pump,Labeling,
2024-01-11 09,18,9.84,35.26,0,10,40.84,39.05,1,0,1,0,Fan fault,
2024-01-11 10,18,10.23,35.2,0,10,41,39.03,1,0,1,0,Fan fault,
2024-01-11 11,18,10.4,35.2,0,10,41.17,38.97,1,0,1,0,Fan fault,
2024-01-11 12,18,10.49,35.09,0,10,40.99,38.94,1,0,1,0,Fan fault,
2024-01-11 13,18,11.2,35.08,0,10,41.01,38.9,1,0,1,0,Fan fault,
2024-01-11 14,18,11.69,35.04,0,10,41.04,38.8,1,0,1,0,Fan fault,
2024-01-11 15,18,12.57,34.69,0,10,40.9,38.7,1,0,1,0,Fan fault,
2024-01-11 16,18,13.56,34.47,0,10,40.88,38.55,1,0,1,0,Fan fault,
2024-01-11 17,18,13.6,34.39,0,10,40.72,38.45,1,0,1,0,Fan fault,
2024-01-11 18,18,13.5,34.37,0,10,40.86,38.32,1,0,1,0,Fan fault,
2024-01-11 19,18,13.38,34.46,0,10,38.08,38.12,1,0,0.75,0.25,Fan fault,
2024-01-12 07,18,10.94,18.89,0,10,40.94,35.37,1,0,0,1,Fan fault,
2024-01-12 08,18,10.26,24.85,0,10,41.19,37.72,1,0,0,1,Fan fault,
2024-01-12 09,18,10.58,33.01,0,10,41.12,38.83,1,0,0,1,Fan fault,
2024-01-12 10,18,10.84,34.76,0,10,41.11,39.55,1,0,0,1,Fan fault,
2024-01-12 11,18,11.36,35.18,0,10,40.98,39.48,1,0,0,1,Fan fault,
2024-01-12 12,18,11.71,35.3,0,10,40.87,39.41,1,0,0,1,Fan fault,
2024-01-12 13,18,12.12,35.12,0,10,40.88,39.31,1,0,0,1,Fan fault,
2024-01-12 14,18,12.26,35.01,0,10,40.83,39.16,1,0,0,1,Fan fault,
2024-01-12 15,18,12.96,35.15,0,10,40.73,38.96,1,0,0,1,Fan fault,
2024-01-12 16,18,14.08,35.09,0,10,40.9,39.41,1,0,0,1,Fan fault,
2024-01-12 17,18,13.96,35,0,10,40.99,39.92,1,0,0,1,Fan fault,
2024-01-12 18,18,13.65,34.79,0,10,40.98,39.66,1,0,0,1,Fan fault,
2024-01-12 19,18,13.62,34.66,0,10,38.25,39.47,1,0,0,1,Fan fault,
2024-01-13 07,18,10.64,23.25,0,10,23.46,25.36,1,0,0,1,Fan fault,
2024-01-13 08,18,10.54,22.07,0,10,22.93,24.71,1,0,0,1,Fan fault,
2024-01-13 09,18,10.4,21.54,0,10,25.55,24.96,1,0,0,1,Fan fault,
2024-01-13 10,18,11.62,28.97,0,10,41.85,32.27,1,0,0,1,Fan fault,
2024-01-13 11,18,13.1,32.36,0,10,39.42,34.06,1,0,0,1,Fan fault,
2024-01-13 12,18,13.35,31,0,10,37.39,34.83,1,0,0,1,Fan fault,
2024-01-13 13,18,13.13,28.93,0,10,35.77,35.04,1,0,0,1,Fan fault,
2024-01-13 14,18,12.86,27.03,0,10,34.38,34.92,1,0,0,1,Fan fault,
2024-01-13 15,18,12.39,25.34,0,10,33.11,34.55,1,0,0,1,Fan fault,
2024-01-13 16,18,11.92,24.03,0,10,32.01,33.83,1,0,0,1,Fan fault,
2024-01-13 17,18,11.52,22.89,0,10,30.95,32.9,1,0,0,1,Fan fault,
2024-01-13 18,18,11.16,21.84,0,10,29.96,31.9,1,0,0,1,Fan fault,
2024-01-13 19,18,10.95,20.87,0,10,29.06,30.91,1,0,0,1,Fan fault,
2024-01-14 07,18,9.87,18.72,0,10,21.33,22.72,1,0,0,1,Fan fault,
2024-01-14 08,18,9.74,18.39,0,10,20.91,22.25,1,0,0,1,Fan fault,
2024-01-14 09,18,9.52,19.34,0,10,20.48,21.78,1,0,0,1,Fan fault,
2024-01-14 10,18,10.6,27.49,0,10,20.14,21.35,1,0,0,1,Fan fault,
2024-01-14 11,18,12.38,32.05,0,10,19.82,20.92,1,0,0,1,Fan fault,
2024-01-14 12,18,12.88,32.27,0,10,19.85,20.55,1,0,0,1,Fan fault,
2024-01-14 13,18,13.06,31.67,0,10,19.84,20.28,1,0,0,1,Fan fault,
2024-01-14 14,18,12.96,30.94,0,10,19.78,20.12,1,0,0,1,Fan fault,
2024-01-14 15,18,12.93,30.17,0,10,19.91,19.97,1,0,0,1,Fan fault,
2024-01-14 16,18,12.83,29.51,0,10,19.9,19.87,1,0,0,1,Fan fault,
2024-01-14 17,18,12.77,28.83,0,10,19.73,19.78,1,0,0,1,Fan fault,
2024-01-14 18,18,12.61,28.26,0,10,19.76,19.69,1,0,0,1,Fan fault,
2024-01-14 19,18,12.22,27.09,0,10,19.72,19.61,1,0,0,1,Fan fault,
2024-01-15 07,18,10.99,35.39,0,10,43.48,42.17,1.5,0,0.5,1,Fan fault,
2024-01-15 08,18,10.72,35.53,0,10,44.63,44.33,1.6,0,0.6,1,Fan fault,
2024-01-15 09,18,10.22,35.66,0,10,46.79,44.39,2,0,1,1,Fan fault,
2024-01-15 10,18,10.21,35.9,0,10,47,44.75,2,0,1,1,Fan fault,
2024-01-15 11,18,10.33,34.8,0,10,46.23,44.85,1.75,0,0.75,1,Fan fault,
2024-01-15 12,18,10.75,24.24,0,10,40.72,43.86,1,0,0,1,Fan fault,
2024-01-15 13,18,10.61,30.82,0,10,42.66,42.6,1.25,0,0.25,1,Fan fault,
2024-01-15 14,18,10.94,34.54,0,10,44.97,42.83,2,0,1,1,Fan fault,
2024-01-15 15,18,10.46,31.14,0,10,44.74,43.48,2,0,1,1,Fan fault,
2024-01-15 16,18,10.05,32.09,0,10,44.73,43.2,2,0,1,1,Fan fault,
2024-01-15 17,18,11.4,34.94,0,10,42.81,43.07,1.5,0,0.5,1,Fan fault,
2024-01-15 18,18,12.27,36.02,0,10,41.08,42.32,1,0,0,1,Fan fault,
2024-01-15 19,18,12.6,35.88,0,10,38.01,41.5,1,0,0,1,Fan fault,
2024-01-16 07,18,9.65,19.87,0,10,38.77,32.92,1,0,0,1,Fan fault,
2024-01-16 08,18,8.43,29.22,0,10,41.14,37.53,1,0,0,1,Fan fault,
2024-01-16 09,18,8.88,33.68,0,10,41.24,38,1,0,0,1,Fan fault,
2024-01-16 10,18,10.32,34.96,0,10,41.28,38.25,1,0,0,1,Fan fault,
2024-01-16 11,18,10.59,35.28,0,10,41.24,38.4,1,0,0,1,Fan fault,
2024-01-16 12,18,10.1,33.47,0,10,41.17,38.94,1,0,0,1,Fan fault,
2024-01-16 13,18,10.33,33.71,0,10,41.05,39.76,1,0,0,1,Fan fault,
2024-01-16 14,18,10.21,33.36,0,10,41.08,39.68,1,0,0,1,Fan fault,
2024-01-16 15,18,11.22,34.81,0,10,40.99,39.58,1,0,0,1,Fan fault,
2024-01-16 16,18,11.1,33.96,0,10,41.09,39.54,1,0,0,1,Fan fault,
2024-01-16 17,18,11.16,35.21,0,10,41.19,39.5,0.71,0,0,0.71,Fan fault,
2024-01-16 18,18,11.98,34.89,0,10,40.97,39.4,1,0,0,1,Fan fault,
2024-01-16 19,18,12.63,34.09,0,10,38.7,39.36,1,0,0,1,Fan fault,
2024-01-16 20,18,12.23,31.03,0,10,34.53,38.04,1,0,0,1,Fan fault,
2024-01-17 07,18,9.7,20.63,0,10,38.86,32.36,1,0,0,1,Fan fault,
2024-01-17 08,18,9.72,29.85,0,10,41.05,37.32,1,0,0,1,Fan fault,
2024-01-17 09,18,9.82,34.05,0,10,41.28,38.24,1,0,0,1,Fan fault,
2024-01-17 10,18,10.21,34.79,0,10,41.22,39.05,1,0,0,1,Fan fault,
2024-01-17 11,18,10.69,34.85,0,10,41.17,39.05,1,0,0,1,Fan fault,
2024-01-17 12,18,10.81,34.7,0,10,41.04,38.83,1,0,0,1,Fan fault,
2024-01-17 13,18,11.37,34.96,0,10,40.95,39.32,1,0,0,1,Fan fault,
2024-01-17 14,18,11.52,35.21,0,10,41.05,39.57,1,0,0,1,Fan fault,
2024-01-17 15,18,11.77,35.12,0,10,41.1,39.56,1,0,0,1,Fan fault,
2024-01-17 16,18,12.1,35.18,0,10,41.08,39.57,1,0,0,1,Fan fault,
2024-01-17 17,18,12.32,32.42,0,10,40.96,39.52,1,0,0,1,Fan fault,
2024-01-17 18,18,12.13,30.45,0,10,41,39.49,1,0,0,1,Fan fault,
2024-01-17 19,18,11.88,29.97,0,10,37.64,39.2,1,0,0,1,Fan fault,
2024-01-18 07,18,11.11,19.18,0,10,40.97,35,1,0,0,1,Fan fault,
2024-01-18 08,18,10.89,23.49,0,10,41.17,37.6,1,0,0,1,Fan fault,
2024-01-18 09,18,10.96,26.62,0,10,41.29,38.61,1,0,0,1,Fan fault,
2024-01-18 10,18,11.55,28.2,0,10,41.19,39.04,1,0,0,1,Fan fault,
2024-01-18 11,18,11.95,28.79,0,10,41.17,39.3,1,0,0,1,Fan fault,
2024-01-18 12,18,10.67,25,0,8.57,35.16,33.73,0.67,0,0,0.67,Fan fault,
2024-01-18 13,18,12.47,29.49,0,10,40.93,39.26,1,0,0,1,Fan fault,
2024-01-18 14,18,12.37,29.55,0,10,40.94,40.06,1.2,0.33,0.33,0.54,Fan fault,
2024-01-18 15,18,12.48,29.48,0,10,40.81,41.65,1,0,1,0,Fan fault,
2024-01-18 16,18,12.88,29.81,0,10,40.7,41.41,1.29,0.29,1,0,Fan fault,
2024-01-18 17,18,13.04,29.78,0,10,40.62,39.55,0.91,0.2,0.71,0,Fan fault,
2024-01-18 18,18,13.35,29.58,0,10,40.57,32.15,1,0,1,0,Fan fault,
2024-01-18 19,18,13.45,29.49,0,10,40.15,32.53,0.91,0.2,0.71,0,Fan fault,
2024-01-19 07,18,12.4,22.02,0,10,39.38,27.44,1,0,1,0,Fan fault,
2024-01-19 08,18,12.61,23.43,0,10,40.75,28.48,1,0,1,0,Fan fault,
2024-01-19 09,18,12.49,26.07,0,10,41.01,29.1,1,0,1,0,Fan fault,
2024-01-19 10,18,12.52,27.8,0,10,41.01,29.67,1,0,1,0,Fan fault,
2024-01-19 11,18,12.81,28.58,0,10,40.94,29.97,1,0,1,0,Fan fault,
2024-01-19 12,18,13.14,29,0,10,41.01,30.23,1,0,1,0,Fan fault,
2024-01-19 13,18,13.22,29.24,0,10,40.89,30.61,1,0,1,0,Fan fault,
2024-01-19 14,18,13.37,29.48,0,10,40.79,30.98,1,0,0.75,0.25,Fan fault,
2024-01-19 15,18,13.58,29.58,0,10,40.9,37.76,1,0,0,1,Fan fault,
2024-01-19 16,18,13.45,29.55,0,10,40.81,40.52,1,0,0,1,Fan fault,
2024-01-19 17,18,13.3,29.48,0,10,40.93,40.43,1,0,0,1,Fan fault,
2024-01-19 18,18,13.55,29.61,0,10,40.86,40.24,1,0,0,1,Fan fault,
2024-01-19 19,18,13.55,29.63,0,10,38.34,40.01,1,0,0,1,Fan fault,
2024-01-20 07,18,12.5,22.3,0,10,24.5,26.3,1,0,0,1,Fan fault,
2024-01-20 08,18,12.45,21.92,0,10,23.96,25.65,1,0,0,1,Fan fault,
2024-01-20 09,18,12.34,21.51,0,10,23.43,25.02,1,0,0,1,Fan fault,
2024-01-20 10,18,12.17,21.14,0,10,22.92,24.45,1,0,0,1,Fan fault,
2024-01-20 11,18,12.16,20.75,0,10,22.45,23.95,1,0,0,1,Fan fault,
2024-01-20 12,18,12.17,20.41,0,10,22.03,23.46,1,0,0,1,Fan fault,
2024-01-20 13,18,12.21,20.19,0,10,21.67,23.02,1,0,0,1,Fan fault,
2024-01-20 14,18,12.04,19.88,0,10,21.29,22.55,0.85,0,0.25,0.6,Fan fault,
2024-01-20 15,18,12.12,19.62,0,10,20.97,22.15,1,0,1,0,Fan fault,
2024-01-20 16,18,12.15,19.4,0,10,20.64,21.76,1,0,1,0,Fan fault,
2024-01-20 17,18,12.18,19.15,0,10,20.37,21.43,1.5,0,1,0.5,Fan fault,
2024-01-20 18,18,12.2,19.01,0,10,20.11,21.1,2,0,1,1,Fan fault,
2024-01-20 19,18,12.37,18.84,0,10,19.86,20.81,2,0,1,1,Fan fault,
2024-01-21 07,18,11.87,17.04,0,10,19.83,19.3,1,0,1,0,Fan fault,
2024-01-21 08,18,11.88,17.03,0,10,19.86,19.25,1,0,1,0,Fan fault,
2024-01-21 09,18,11.88,16.9,0,10,19.82,19.19,1,0,1,0,Fan fault,
2024-01-21 10,18,11.86,16.76,0,10,19.83,19.14,1,0,1,0,Fan fault,
2024-01-21 11,18,11.89,16.65,0,10,19.77,19.09,1,0,1,0,Fan fault,
2024-01-21 12,18,12,16.53,0,10,19.84,19.04,1,0,1,0,Fan fault,
2024-01-21 13,18,12.11,16.62,0,10,19.94,18.99,1,0,1,0,Fan fault,
2024-01-21 14,18,12.1,16.57,0,10,19.9,18.96,1,0,0.75,0.25,Fan fault,
2024-01-21 15,18,12,16.49,0,10,19.77,18.95,1,0,0,1,Fan fault,
2024-01-21 16,18,11.94,16.61,0,10,19.79,19.93,1,0,0,1,Fan fault,
2024-01-21 17,18,11.86,16.92,0,10,19.83,20.01,1,0,0,1,Fan fault,
2024-01-21 18,18,12.03,17.25,0,10,19.77,19.96,1,0,0,1,Fan fault,
2024-01-21 19,18,12.2,17.5,0,10,19.87,19.92,1,0,0,1,Fan fault,
2024-01-22 07,18,12,29.49,0,10,41.29,30.16,2,0,1,1,Fan fault,
2024-01-22 08,18,11.41,28.77,0,10,46.89,40.73,2,0,1,1,Fan fault,
2024-01-22 09,18,10.86,28.37,0,10,50.39,47.87,2,0,1,1,Fan fault,
2024-01-22 10,18,10.6,28.25,0,10,50.95,49.77,2,0,1,1,Fan fault,
2024-01-22 11,18,10.67,28.26,0,10,50.94,49.92,2,0,1,1,Fan fault,
2024-01-22 12,18,10.93,28.25,0,10,50.81,49.75,2,0,1,1,Fan fault,
2024-01-22 13,18,10.76,28.26,0,10,50.85,49.6,2,0,1,1,Fan fault,
2024-01-22 14,18,10.62,28.43,0,10,50.86,49.78,2,0,1,1,Fan fault,
2024-01-22 15,18,10.64,28.67,0,10,50.8,49.7,2,0,1,1,Fan fault,
2024-01-22 16,18,10.81,28.69,0,10,51.88,49.4,1.75,0,0.75,1,Fan fault,
2024-01-22 17,18,10.13,28.75,0,10,53.63,49.99,1,0,0,1,Fan fault,
2024-01-22 18,18,9.97,28.77,0,10,52.74,49.82,1,0,0,1,Fan fault,
2024-01-22 19,18,9.78,28.54,0,10,51.77,46.13,1,0,0,1,Fan fault,
2024-01-23 07,18,7.45,18.86,0,10,37.62,47.54,1,0,0,1,Fan fault,
2024-01-23 08,18,6.86,21.17,0,10,45.97,49.95,1.5,0,0.5,1,Fan fault,
2024-01-23 09,18,6.06,25.46,0,10,50.94,49.75,2,0,1,1,Fan fault,
2024-01-23 10,18,6.37,27.53,0,10,51,49.76,2,0,1,1,Fan fault,
2024-01-23 11,18,6.87,28.43,0,10,50.91,49.82,2,0,1,1,Fan fault,
2024-01-23 12,18,6.72,29.01,0,10,52.94,49.76,1.5,0,0.5,1,Fan fault,
2024-01-23 13,18,6.7,28.77,0,10,54.84,49.97,1,0,0,1,Fan fault,
2024-01-23 14,18,6.63,28.96,0,10,53.19,49.93,1,0,0,1,Fan fault,
2024-01-23 15,18,6.81,29.03,0,10,51.7,49.88,1.5,0,0.5,1,Fan fault,
2024-01-23 16,18,7.33,29.18,0,10,50.54,49.46,2,0,1,1,Fan fault,
2024-01-23 17,18,8.02,29.42,0,10,50.38,49.5,1.8,0,0.8,1,Fan fault,
2024-01-23 18,18,9.14,29.26,0,10,50.18,49.29,1.75,0,0.75,1,Fan fault,
2024-01-23 19,18,9.48,29.36,0,10,51.4,46.41,1,0,0,1,Fan fault,
2024-01-24 07,18,6.75,21.24,0,10,53.96,53.25,2,0,1,1,Fan fault,
2024-01-24 08,18,6.14,25.35,0,10,50.35,49.36,2,0,1,1,Fan fault,
2024-01-24 09,18,6.2,27.74,0,10,50.72,49.64,2,0,1,1,Fan fault,
2024-01-24 10,18,6.54,28.66,0,10,50.86,49.73,2,0,1,1,Fan fault,
2024-01-24 11,18,6.6,29.05,0,10,50.84,49.75,2,0,1,1,Fan fault,
2024-01-24 12,18,6.34,28.73,0,10,50.84,49.66,2,0,1,1,Fan fault,
2024-01-24 13,18,6.6,28.93,0,10,50.82,49.71,2,0,1,1,Fan fault,
2024-01-24 14,18,7.05,29.28,0,10,50.78,49.69,2,0,1,1,Fan fault,
2024-01-24 15,18,7.28,29.12,0,10,50.79,49.72,2,0,1,1,Fan fault,
2024-01-24 16,18,7.19,29.11,0,10,49.65,47.89,2,0,1,1,Fan fault,
2024-01-24 17,18,7.81,28.67,0,10,41.44,40.11,2,0,1,1,Fan fault,
2024-01-24 18,18,8.56,28.14,0,10,40.42,39.76,2,0,1,1,Fan fault,
2024-01-24 19,18,8.72,28.15,0,10,38,36.68,2,0,1,1,Fan fault,
2024-01-25 07,18,8.53,28.47,0,10,49.57,43.76,1.3,0,0.5,0.8,Fan fault,
2024-01-25 08,18,7.49,28.34,0,10,58.84,45.46,1,0,0,1,Fan fault,
2024-01-25 09,18,6.85,27.2,0,10,52.42,44.85,1,0,0,1,Fan fault,
2024-01-25 10,18,6.61,26.74,0,10,49.87,44.82,1,0,0,1,Fan fault,
2024-01-25 11,18,6.48,26.84,0,10,48.34,44.95,1,0,0,1,Fan fault,
2024-01-25 12,18,6.57,26.86,0,10,47.32,44.82,1,0,0,1,Fan fault,
2024-01-25 13,18,6.78,26.94,0,10,46.58,44.99,1,0,0,1,Fan fault,
2024-01-25 14,18,6.95,27.17,0,10,46.03,44.9,1,0,0,1,Fan fault,
2024-01-25 15,18,7.13,27.35,0,10,45.53,42.56,1,0,0,1,Fan fault,
2024-01-25 16,18,7.6,27.43,0,10,43.26,34.66,1,0,0,1,Fan fault,
2024-01-25 17,18,8.07,27.64,0,10,39.83,34.88,1,0,0,1,Fan fault,
2024-01-25 18,18,9.06,27.68,0,10,38.18,34.76,1,0,0,1,Fan fault,
2024-01-25 19,18,9.4,27.74,0,10,37.24,33.66,1,0,0,1,Fan fault,
2024-01-26 07,18,6.85,16.09,0,10,30.28,38.58,1,0,0,1,Fan fault,
2024-01-26 08,18,6.16,19.86,0,10,40.85,46.31,1.5,0,0.5,1,Fan fault,
2024-01-26 09,18,6.26,24.1,0,10,40.63,39.64,2,0,1,1,Fan fault,
2024-01-26 10,18,7.21,27.73,0,10,40.84,39.75,2,0,1,1,Fan fault,
2024-01-26 11,18,8.33,30.82,0,10,40.74,39.69,2,0,1,1,Fan fault,
2024-01-26 12,18,9.29,31.91,0,10,40.69,39.8,2,0,1,1,Fan fault,
2024-01-26 13,18,9.84,31.93,0,10,40.66,39.83,2,0,1,1,Fan fault,
2024-01-26 14,18,9.94,31.48,0,10,40.74,39.92,2,0,1,1,Fan fault,
2024-01-26 15,18,10.11,31.01,0,10,40.58,39.85,2,0,1,1,Fan fault,
2024-01-26 16,18,10.25,30.77,0,10,40.7,39.81,1.75,0,0.75,1,Fan fault,
2024-01-26 17,18,10.96,29.77,0,10,39.29,32.95,1,0,0,1,Fan fault,
2024-01-26 18,18,10.47,27.05,0,10,35.85,29.65,1,0,0,1,Fan fault,
2024-01-26 19,18,9.98,24.01,0,10,33.58,26.57,1,0,0,1,Fan fault,
2024-01-27 07,18,5.65,15.18,0,10,20.34,18.96,1,0,0,1,Fan fault,
2024-01-27 08,18,5.98,15.05,0,10,20.21,19.07,1,0,0,1,Fan fault,
2024-01-27 09,18,6.69,15.54,0,10,20.08,19.18,1,0,0,1,Fan fault,
2024-01-27 10,18,7.01,15.51,0,10,19.95,19.19,1,0,0,1,Fan fault,
2024-01-27 11,18,7.31,15.55,0,10,19.82,19.3,1,0,0,1,Fan fault,
2024-01-27 12,18,7.57,15.85,0,10,19.73,19.12,1,0,0,1,Fan fault,
2024-01-27 13,18,7.78,16.02,0,10,19.68,19.22,1,0,0,1,Fan fault,
2024-01-27 14,18,7.98,15.98,0,10,19.68,19.25,1,0,0,1,Fan fault,
2024-01-27 15,18,8.21,16.04,0,10,19.68,19.16,1,0,0,1,Fan fault,
2024-01-27 16,18,8.26,15.98,0,10,19.64,19.23,1,0,0,1,Fan fault,
2024-01-27 17,18,8.34,15.91,0,10,20.3,19.19,1,0,0,1,Fan fault,
2024-01-27 18,18,8.45,15.8,0,10,21,19.27,1,0,0,1,Fan fault,
2024-01-27 19,18,8.69,15.74,0,10,20.72,19.23,1,0,0,1,Fan fault,
2024-01-28 07,18,8.28,15.86,0,10,19.57,19.4,1,0,0,1,Fan fault,
2024-01-28 08,18,8.04,15.9,0,10,20.69,19.33,1,0,0,1,Fan fault,
2024-01-28 09,18,7.81,15.93,0,10,20.84,19.28,1,0,0,1,Fan fault,
2024-01-28 10,18,7.68,16.05,0,10,20.65,19.29,1,0,0,1,Fan fault,
2024-01-28 11,18,7.79,15.89,0,10,20.49,19.26,1,0,0,1,Fan fault,
2024-01-28 12,18,7.9,15.86,0,10,20.34,19.28,1,0,0,1,Fan fault,
2024-01-28 13,18,7.93,15.98,0,10,20.22,19.23,1,0,0,1,Fan fault,
2024-01-28 14,18,8.05,15.88,0,10,20.09,19.28,1,0,0,1,Fan fault,
2024-01-28 15,18,8.16,15.92,0,10,19.99,19.28,1,0,0,1,Fan fault,
2024-01-28 16,18,8.22,15.99,0,10,19.88,19.24,1,0,0,1,Fan fault,
2024-01-28 17,18,8.34,16.03,0,10,19.78,19.18,1,0,0,1,Fan fault,
2024-01-28 18,18,8.38,19.22,0,10,19.71,19.26,1,0,0,1,Fan fault,
2024-01-28 19,18,9.22,23.92,0,10,19.69,19.34,1,0,0,1,Fan fault,
2024-01-29 07,18,8.05,16.2,0,10,33.79,43.22,1,0,0,1,Fan fault,
2024-01-29 08,18,7.73,21.26,0,10,39.78,39.55,1.5,0,0.5,1,Fan fault,
2024-01-29 09,18,8.26,25.35,0,10,40.75,39.76,2,0,1,1,Fan fault,
2024-01-29 10,18,8.86,26.56,0,10,40.67,39.66,1.4,0,0.6,0.8,Fan fault,
2024-01-29 11,18,9.28,27.14,0,10,45.99,44.11,1,0,0,1,Fan fault,
2024-01-29 12,18,9.56,27.03,0,10,47.1,50.09,1,0,0,1,Fan fault,
2024-01-29 13,18,9.64,27.2,0,10,47.78,49.95,1,0,0,1,Fan fault,
2024-01-29 14,18,9.87,23.63,0,10,48.73,49.63,1,0,0,1,Fan fault,
2024-01-29 15,18,9.67,16.47,0,10,49.02,49.39,1,0,0,1,Fan fault,
2024-01-29 16,18,9.15,12.69,0,10,49.12,49.24,1,0,0,1,Fan fault,
2024-01-29 17,18,9.16,14.9,0,10,49.43,49.53,1,0,0,1,Fan fault,
2024-01-29 18,18,9.32,21.04,0,10,49.26,49.66,1,0,0,1,Fan fault,
2024-01-29 19,18,9.51,25.17,0,10,49.05,44.23,1,0,0,1,Fan fault,
2024-01-30 07,18,7.94,20.38,0,10,37.96,39.75,1,0,0,1,Fan fault,
2024-01-30 08,18,7.59,24.59,0,10,38.42,39.85,1,0,0,1,Fan fault,
2024-01-30 09,18,7.76,26.66,0,10,38.79,39.91,1,0,0,1,Fan fault,
2024-01-30 10,18,8.27,27.13,0,10,39.27,39.84,1,0,0,1,Fan fault,
2024-01-30 11,18,8.59,27.31,0,10,39.37,39.8,1,0,0,1,Fan fault,
2024-01-30 12,18,9.1,27.59,0,10,39.44,39.87,1,0,0,1,Fan fault,
2024-01-30 13,18,9.43,28.08,0,10,39.44,39.92,1,0,0,1,Fan fault,
2024-01-30 14,18,9.54,27.59,0,10,39.95,39.76,1,0,0,1,Fan fault,
2024-01-30 15,18,9.72,27.42,0,10,40.33,39.65,1,0,0,1,Fan fault,
2024-01-30 16,18,9.99,27.5,0,10,40.1,39.87,1,0,0,1,Fan fault,
2024-01-30 17,18,10.38,27.65,0,10,39.84,39.82,1,0,0,1,Fan fault,
2024-01-30 18,18,11.19,27.87,0,10,39.73,39.93,1,0,0,1,Fan fault,
2024-01-30 19,18,11.16,27.85,0,10,39.61,36.84,1,0,0,1,Fan fault,
2024-01-31 07,18,9.16,16.21,0,10,32.7,37.32,1,0,0,1,Fan fault,
2024-01-31 08,18,8.83,17.72,0,10,37.5,39.78,1,0,0,1,Fan fault,
2024-01-31 09,18,8.66,21.11,0,10,38.31,39.93,1,0,0,1,Fan fault,
2024-01-31 10,18,8.99,24.23,0,10,42.13,44.6,1,0,0,1,Fan fault,
2024-01-31 11,18,9.58,26.13,0,10,48.31,50.21,1,0,0,1,Fan fault,
2024-01-31 12,18,10.25,27.24,0,10,49.31,49.71,1,0,0,1,Fan fault,
2024-01-31 13,18,10.8,27.93,0,10,49.58,49.82,1,0,0,1,Fan fault,
2024-01-31 14,18,11.17,28.61,0,10,47.92,42.26,1,0,0,1,Fan fault,
2024-01-31 15,18,11.28,28.37,0,10,43.87,39.78,1,0,0,1,Fan fault,
2024-01-31 16,18,11.17,28.01,0,10,42.33,39.82,1,0,0,1,Fan fault,
2024-01-31 17,18,11.78,28.09,0,10,41.51,39.76,1,0,0,1,Fan fault,
2024-01-31 18,18,12.57,28.25,0,10,40.94,39.26,1,0,0,1,Fan fault,
2024-01-31 19,18,12.98,28.59,0,10,40.4,36.32,1,0,0,1,Fan fault,
2024-01-01 07,18,8.15,31.82,0,10,43.04,42.27,2,1,0,1,Fan fault,
2024-01-01 08,18,8.16,32.28,0,10,42.99,42.28,2,1,0,1,Fan fault,
2024-01-01 09,18,8.26,32.1,0,10,42.73,42.24,2,1,0,1,Fan fault,
2024-01-01 10,18,8.37,31.77,0,10,42.47,42.36,2,1,0,1,Fan fault,
2024-01-01 11,18,8.67,32.22,0,10,42.42,42.28,2,1,0,1,Fan fault,
2024-01-01 12,18,9.06,32,0,10,43.02,42.32,2,1,0,1,Fan fault,
2024-01-01 13,18,9.53,31.92,0,10,42.94,42.38,2,1,0,1,Fan fault,
2024-01-01 14,18,9.93,32.31,0,10,42.65,42.41,2,1,0,1,Fan fault,
2024-01-01 15,18,10.25,31.99,0,10,42.49,42.34,2,1,0,1,Fan fault,
2024-01-01 16,18,10.36,32.12,0,10,42.44,42.26,2,1,0,1,Fan fault,
2024-01-01 17,18,10.08,32.34,0,10,43.1,42.3,2,1,0,1,Fan fault,
2024-01-01 18,18,9.86,31.91,0,10,43.08,42.31,2,1,0,1,Fan fault,
2024-01-01 19,18,9.57,32.26,0,10,42.79,42.36,2,1,0,1,Fan fault,
2024-01-02 07,18,9.12,32.45,0,10,42.43,42.25,2,1,0,1,Fan fault,
2024-01-02 08,18,8.29,32.69,0,10,42.77,42.55,2,1,0,1,Fan fault,
2024-01-02 09,18,8.21,31.94,0,10,42.88,42.72,2,1,0,1,Fan fault,
2024-01-02 10,18,8.27,32.25,0,10,42.75,42.7,2,1,0,1,Fan fault,
2024-01-02 11,18,8.2,32.58,0,10,42.69,42.71,2,1,0,1,Fan fault,
2024-01-02 12,18,8.23,32.84,0,10,42.67,42.88,2,1,0,1,Fan fault,
2024-01-02 13,18,8.22,33.37,0,10,43.14,42.71,2,1,0,1,Fan fault,
2024-01-02 14,18,8.43,33.51,0,10,43.1,42.71,2,1,0,1,Fan fault,
2024-01-02 15,18,8.36,33.6,0,10,42.88,42.78,2,1,0,1,Fan fault,
2024-01-02 16,18,8.47,33.91,0,10,42.75,42.68,2,1,0,1,Fan fault,
2024-01-02 17,18,8.14,33.95,0,10,42.68,42.6,2,1,0,1,Fan fault,
2024-01-02 18,18,9.29,32.77,0,10,43.04,42.66,2,1,0,1,Fan fault,
2024-01-02 19,18,9.91,31.79,0,10,43.41,42.54,2,1,0,1,Fan fault,
2024-01-03 07,18,8.75,31.82,0,10,42.64,42.63,2,1,0,1,Fan fault,
